iter	RMSE
153	66.80043719
154	66.76747286
155	66.72033641
156	66.65459063
157	66.59370676
158	66.49965588
159	66.4405697
160	66.39838338
161	66.35675273
162	66.3136542
163	66.26165471
164	66.21314551
165	66.1656803
166	66.1233406
167	66.05265993
168	66.01558632
169	65.95542596
170	65.90406623
171	65.82427782
172	65.77828692
173	65.72517848
174	65.68155198
175	65.64193363
176	65.6095164
177	65.58405093
178	65.5610601
179	65.52847739
180	65.50437947
181	65.47339848
182	65.43526741
183	65.39068347
184	65.3492874
185	65.31548456
186	65.28685739
187	65.25561644
188	65.2094303
189	65.15215969
190	65.11451635
191	65.08965664
192	65.04826707
193	64.99711698
194	64.96374209
195	64.93554182
196	64.91754244
197	64.88107927
198	64.85596332
199	64.8477654
200	64.8251396
201	64.79677001
202	64.77747264
203	64.74181155
204	64.69189301
205	64.66199705
206	64.64770831
207	64.61676272
208	64.58727057
209	64.56976714
210	64.54382938
211	64.51315993
212	64.49235618
213	64.44776866
214	64.42003961
215	64.39194775
216	64.38071378
217	64.36553627
218	64.32674301
219	64.30275317
220	64.29677077
221	64.27504124
222	64.26633111
223	64.22506989
224	64.19317475
225	64.16894255
226	64.14949704
227	64.13351916
228	64.11927253
229	64.09786062
230	64.08067222
231	64.05496775
232	64.01854004
233	64.01065573
234	64.00019891
235	63.98223299
236	63.96825095
237	63.9441208
238	63.91719222
239	63.90242552
240	63.89713615
241	63.85708228
242	63.83869656
243	63.81920659
244	63.79153815
245	63.77388048
246	63.74158683
247	63.71499639
248	63.69462334
249	63.67556072
250	63.63971241
251	63.62272301
252	63.61107748
253	63.59595474
254	63.57968306
255	63.5576251
256	63.54380733
257	63.53073003
258	63.50951096
259	63.48913517
260	63.47820531
261	63.45988045
262	63.44070542
263	63.40111549
264	63.38963946
265	63.37912513
266	63.35382779
267	63.33590741
268	63.32056916
269	63.30427951
270	63.28018036
271	63.26072385
272	63.24480113
273	63.21992746
274	63.20537362
275	63.20086337
276	63.19734266
277	63.17897515
278	63.16413083
279	63.14921515
280	63.13569212
281	63.13189314
282	63.1155549
283	63.09538754
284	63.08281342
285	63.07242039
286	63.05603867
287	63.04100173
288	63.02893169
289	63.00953104
290	62.99432844
291	62.97790622
292	62.96228454
293	62.94997279
294	62.93823286
295	62.9227876
296	62.90889692
297	62.89510991
298	62.87595188
299	62.87101411
300	62.85291372
301	62.84671654
302	62.83149033
303	62.81977884
304	62.80546642
305	62.79490176
306	62.7837354
307	62.77839195
308	62.76393373
309	62.75518049
310	62.73616176
311	62.71838814
312	62.70857612
313	62.69760567
314	62.68508453
315	62.67699144
316	62.66077446
317	62.64548627
318	62.63593888
319	62.62162599
320	62.60400118
321	62.59404545
322	62.57668354
323	62.57177519
324	62.54543823
325	62.53388191
326	62.51339526
327	62.49701281
328	62.47823751
329	62.4685219
330	62.44998039
331	62.43237578
332	62.41990563
333	62.40112383
334	62.38440977
335	62.3697798
336	62.35638561
337	62.34265277
338	62.32560318
339	62.32150392
340	62.31185417
341	62.29952065
342	62.29324517
343	62.28889352
344	62.273848
345	62.24891043
346	62.23259183
347	62.22369252
348	62.21353865
349	62.19721484
350	62.19092166
351	62.18004377
352	62.17097916
353	62.15909585
354	62.1491627
355	62.14524976
356	62.13434351
357	62.13193064
358	62.11595314
359	62.10213302
360	62.08901317
361	62.08314976
362	62.07686503
363	62.06219416
364	62.04584105
365	62.03470821
366	62.02761683
367	62.01230817
368	62.00319272
369	61.99427768
370	61.98509643
371	61.9812645
372	61.9743068
373	61.96623674
374	61.95823202
375	61.95251573
376	61.94808704
377	61.94057661
378	61.93188438
379	61.9240954
380	61.91204811
381	61.90246486
382	61.89692826
383	61.89344967
384	61.88340888
385	61.87493315
386	61.85940622
387	61.84905512
388	61.8344561
389	61.82301047
390	61.81204509
391	61.79989294
392	61.79349109
393	61.78619302
394	61.77558661
395	61.76457772
396	61.75393666
397	61.7434798
398	61.71924902
399	61.71170169
400	61.7060864
401	61.69747085
402	61.68143759
403	61.67148043
404	61.65849989
405	61.65041103
406	61.64501902
407	61.62905416
408	61.62180584
409	61.61544187
410	61.610504
411	61.58816421
412	61.58017061
413	61.56867623
414	61.55882295
415	61.54754676
416	61.54267388
417	61.53530556
418	61.5177825
419	61.51087725
420	61.50613117
421	61.499741
422	61.49065479
423	61.48302069
424	61.47599859
425	61.47356407
426	61.45978565
427	61.45371897
428	61.43780113
429	61.43119931
430	61.42179525
431	61.41238571
432	61.39593796
433	61.38084782
434	61.36854222
435	61.36302112
436	61.35467224
437	61.34863589
438	61.34479996
439	61.33505528
440	61.3204759
441	61.31145029
442	61.30828197
443	61.30616745
444	61.29551554
445	61.2925167
446	61.28787571
447	61.27958689
448	61.27077323
449	61.26603979
450	61.25576058
451	61.24357403
452	61.23341464
453	61.22678801
454	61.21288744
455	61.20008995
456	61.19187703
457	61.18877416
458	61.18679163
459	61.17943914
460	61.17485785
461	61.16786142
462	61.16281437
463	61.15541172
464	61.15270228
465	61.1479399
466	61.13666006
467	61.13021453
468	61.12166537
469	61.11313187
470	61.10661779
471	61.09964219
472	61.09776218
473	61.09097805
474	61.08251308
475	61.07476576
476	61.06363346
477	61.05769935
478	61.04722893
479	61.04547364
480	61.0383073
481	61.03516631
482	61.02944453
483	61.02139315
484	61.01358565
485	61.00668663
486	61.00402157
487	61.00054531
488	60.9927705
489	60.98063574
490	60.97597682
491	60.97056173
492	60.9610997
493	60.95814833
494	60.95252498
495	60.94661681
496	60.9442058
497	60.94099924
498	60.93590791
499	60.92938332
